Timestamp, COUNTER_MEMS, INTERPOLATED_MEMS, Q0, Q1, Q2, Q3, ACCX, ACCY, ACCZ, MAGX, MAGY, MAGZ
Timestamp, act, pow
1752439944.6094, 63, 0, 0.600563, 0.391541, -0.58606, 0.377563, 0.995727, 0.044439, 0.010255, 15.230176, 39.319577, 17.783355
1752439944.6251, 0, 0, 0.600658, 0.391479, -0.586121, 0.37738, 1.000122, 0.040044, 0.011232, 15.257159, 39.18762, 17.80502
1752439944.6408, 1, 0, 0.600754, 0.391418, -0.586182, 0.377197, 1.000122, 0.040044, 0.011232, 15.431443, 39.118858, 17.924518
1752439944.6563, 2, 0, 0.600888, 0.391296, -0.586243, 0.377014, 1.00061, 0.041021, 0.001465, 15.438299, 39.206972, 17.882066
1752439944.6718, 3, 0, 0.60083, 0.391418, -0.586182, 0.377075, 1.007936, 0.039556, 0.007325, 15.594469, 39.269608, 17.793859
1752439944.6873, lift, 0.53719
1752439944.6873, 4, 0, 0.600752, 0.391479, -0.586182, 0.377136, 1.005982, 0.016115, 0.009767, 15.518355, 39.242647, 17.864473
1752439944.7029, 5, 0, 0.600908, 0.391357, -0.586182, 0.377014, 1.012819, 0.027835, 0.005372, 15.399853, 39.068383, 17.794693
1752439944.7185, 6, 0, 0.600871, 0.391479, -0.58606, 0.377136, 1.000122, 0.031254, 0.013185, 15.293201, 39.161544, 17.698557
1752439944.7341, 7, 0, 0.601025, 0.391296, -0.586182, 0.376892, 1.013307, 0.028812, 0.011232, 15.197214, 38.962057, 17.812034
1752439944.7498, 8, 0, 0.601083, 0.391174, -0.586243, 0.376831, 1.009889, 0.031742, 0.015627, 15.060826, 38.865851, 17.830831
1752439944.7653, 9, 0, 0.601121, 0.391174, -0.586243, 0.37677, 1.004517, 0.028812, 0.011232, 15.154744, 38.979266, 17.847748
1752439944.7809, 10, 0, 0.601159, 0.391174, -0.586243, 0.376709, 1.004517, 0.028812, 0.011232, 15.205936, 38.981339, 17.87964
1752439944.7966, 11, 0, 0.601161, 0.391296, -0.586121, 0.37677, 1.018191, 0.035649, 0.00879, 15.218676, 38.983205, 17.791676
1752439944.8121, lift, 0.356362
1752439944.8121, 12, 0, 0.60122, 0.391296, -0.58606, 0.37677, 1.007936, 0.043951, 0.005372, 15.130141, 38.834885, 17.729175
1752439944.8279, 13, 0, 0.601219, 0.391357, -0.58606, 0.376709, 1.003052, 0.035161, 0.006348, 15.183794, 38.93473, 17.772924
